MSISDN,Selected_Action,ActionType,Propensity,MonthlyValueQAR,Churn_Prob,Data_Usage_Pct,Overage_Months,Days_To_Renewal,LTV_Band,Usage_Trend,Upgrade_Eligible,Sentiment,Loyalty_Tier,Consent_Flag,Network_Issue_Flag,Device_Type,msisdn,guard_status,p_baseline,p_nbx
97459332355,Device_Upgrade_iPhone,Upsell,0.3108,280,0.089,19.7,0,269,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97459332355,APPROVED,0.26418,0.3407922000000001
97455713776,Loyalty_Points_2x,Retention,0.1156,0,0.247,79.6,0,1,MED,Stable,0,Negative,Gold,1,1,Smartphone,97455713776,APPROVED,0.09825999999999999,0.13952920000000002
97459041927,Device_Upgrade_iPhone,Upsell,0.3153,280,0.551,77.4,0,249,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97459041927,REVIEW_CREDIT,0.268005,0.33232620000000007
97451915047,Device_Upgrade_iPhone,Upsell,0.2172,280,0.489,65.0,0,248,LOW,Falling,1,Neutral,Platinum,1,0,Smartphone,97451915047,APPROVED,0.18462,0.23446740000000005
97451839888,Loyalty_Points_2x,Retention,0.1388,0,0.12,64.3,0,39,MED,Falling,0,Positive,None,1,0,Smartphone,97451839888,APPROVED,0.11798,0.14747500000000002
97458501126,Device_Upgrade_iPhone,Upsell,0.196,280,0.425,64.7,0,122,LOW,Rising,0,Positive,Silver,1,0,Smartphone,97458501126,APPROVED,0.1666,0.20158600000000002
97451960678,Device_Upgrade_iPhone,Upsell,0.3219,280,0.241,54.3,3,353,LOW,Rising,1,Neutral,Gold,1,0,IoT,97451960678,REVIEW_CREDIT,0.273615,0.3830610000000001
97451467656,Device_Upgrade_iPhone,Upsell,0.2629,280,0.44,88.2,2,120,LOW,Stable,1,Negative,Silver,1,0,Smartphone,97451467656,APPROVED,0.22346500000000002,0.3150856500000001
97454636833,Loyalty_Points_2x,Retention,0.1368,0,0.289,46.9,3,33,MED,Falling,0,Positive,Platinum,1,0,Tablet,97454636833,APPROVED,0.11628,0.16395480000000004
97459323575,10GB_Aggressive_HVC,Retention,0.321,120,0.797,54.7,0,288,LOW,Stable,0,Neutral,Gold,1,0,Smartphone,97459323575,SOFTENED,0.27285,0.338334
97457204449,Device_Upgrade_iPhone,Upsell,0.2898,280,0.605,22.5,0,111,LOW,Rising,1,Neutral,None,1,0,Smartphone,97457204449,APPROVED,0.24633,0.31776570000000004
97451892018,Device_Upgrade_iPhone,Upsell,0.2329,280,0.424,18.1,2,281,MED,Rising,1,Neutral,Silver,1,1,Smartphone,97451892018,APPROVED,0.197965,0.2712120500000001
97458534178,Device_Upgrade_iPhone,Upsell,0.2259,280,0.062,70.4,0,248,MED,Falling,1,Positive,None,1,0,Smartphone,97458534178,APPROVED,0.192015,0.23617845000000004
97458592173,10GB_Aggressive_HVC,Retention,0.2894,120,0.561,69.5,1,51,MED,Rising,0,Neutral,None,1,0,Smartphone,97458592173,APPROVED,0.24599,0.33700630000000004
97458206268,Device_Upgrade_iPhone,Upsell,0.2366,280,0.566,16.6,2,57,MED,Stable,1,Neutral,Gold,1,0,Smartphone,97458206268,APPROVED,0.20111,0.2996539000000001
97459123877,Device_Upgrade_iPhone,Upsell,0.3921,280,0.4,96.9,1,301,MED,Rising,0,Neutral,Platinum,1,0,Smartphone,97459123877,APPROVED,0.333285,0.4566004500000001
97453158901,10GB_Aggressive_HVC,Retention,0.2767,120,0.594,61.1,2,37,MED,Falling,1,Positive,Gold,1,0,Smartphone,97453158901,APPROVED,0.235195,0.3316249500000001
97459816135,Device_Upgrade_iPhone,Upsell,0.4165,280,0.334,90.5,0,293,HIGH,Falling,1,Positive,None,1,0,Smartphone,97459816135,APPROVED,0.354025,0.4779337500000001
97453886266,Device_Upgrade_iPhone,Upsell,0.3829,280,0.161,96.3,1,290,MED,Stable,1,Positive,None,1,0,Tablet,97453886266,APPROVED,0.325465,0.4393777500000001
97458218232,Device_Upgrade_iPhone,Upsell,0.1971,280,0.261,67.4,1,211,MED,Rising,0,Positive,None,1,0,Smartphone,97458218232,APPROVED,0.167535,0.22282155000000003
97456214280,Device_Upgrade_iPhone,Upsell,0.5546,280,0.735,102.2,3,111,LOW,Rising,1,Neutral,Gold,1,0,Feature Phone,97456214280,REVIEW_CREDIT,0.47141,0.6599740000000002
97458015297,Device_Upgrade_iPhone,Upsell,0.2513,280,0.561,78.8,1,151,MED,Falling,1,Positive,None,1,0,Smartphone,97458015297,APPROVED,0.21360500000000002,0.2883667500000001
97456650374,10GB_Aggressive_HVC,Retention,0.2343,120,0.044,35.4,1,5,MED,Falling,0,Neutral,Platinum,1,1,IoT,97456650374,APPROVED,0.199155,0.2947494000000001
97456782348,Device_Upgrade_iPhone,Upsell,0.3435,280,0.035,83.3,3,128,HIGH,Stable,1,Neutral,None,1,0,Smartphone,97456782348,APPROVED,0.29197500000000004,0.39416625000000016
97456546556,Device_Upgrade_iPhone,Upsell,0.1802,280,0.298,12.9,2,148,HIGH,Falling,1,Positive,Platinum,1,1,Router/MiFi,97456546556,APPROVED,0.15317,0.20677950000000006
97458010966,Device_Upgrade_iPhone,Upsell,0.3108,280,0.074,86.9,1,253,MED,Stable,0,Neutral,None,1,0,Smartphone,97458010966,APPROVED,0.26418,0.3355086000000001
97457651385,Device_Upgrade_iPhone,Upsell,0.2224,280,0.306,75.9,2,27,LOW,Falling,1,Positive,None,0,0,Smartphone,97457651385,APPROVED,0.18903999999999999,0.18903999999999999
97452210969,Device_Upgrade_iPhone,Upsell,0.3333,280,0.189,91.4,0,43,MED,Falling,1,Positive,Silver,1,0,Router/MiFi,97452210969,APPROVED,0.283305,0.4107922500000001
97458434493,Device_Upgrade_iPhone,Upsell,0.2882,280,0.389,49.6,2,45,LOW,Stable,1,Neutral,Platinum,1,0,Smartphone,97458434493,APPROVED,0.24497,0.3650053000000001
97455824611,Loyalty_Points_2x,Retention,0.1474,0,0.018,62.1,0,45,MED,Stable,0,Positive,Silver,1,0,Smartphone,97455824611,APPROVED,0.12529,0.15661250000000004
97453907750,Retention_Save_25pct,Retention,0.2429,90,0.879,37.4,1,284,MED,Rising,0,Positive,None,1,0,Smartphone,97453907750,APPROVED,0.206465,0.28285705000000005
97455628005,Device_Upgrade_iPhone,Upsell,0.3693,280,0.4,48.6,3,59,LOW,Rising,1,Positive,Gold,1,0,Router/MiFi,97455628005,APPROVED,0.313905,0.48655275
97459702850,Device_Upgrade_iPhone,Upsell,0.3585,280,0.185,89.6,1,121,MED,Falling,1,Neutral,Gold,1,0,Smartphone,97459702850,APPROVED,0.30472499999999997,0.4235677500000001
97458718148,Device_Upgrade_iPhone,Upsell,0.2408,280,0.319,29.0,1,320,HIGH,Rising,0,Neutral,Platinum,1,0,Smartphone,97458718148,APPROVED,0.20467999999999997,0.28041160000000004
97458503285,Device_Upgrade_iPhone,Upsell,0.247,280,0.537,38.4,1,32,MED,Falling,1,Neutral,Silver,1,0,Smartphone,97458503285,APPROVED,0.20995,0.3044275000000001
97455165193,Device_Upgrade_iPhone,Upsell,0.1713,280,0.259,10.7,0,245,MED,Rising,0,Positive,Silver,0,0,Feature Phone,97455165193,APPROVED,0.145605,0.145605
97458057239,Device_Upgrade_iPhone,Upsell,0.2254,280,0.097,24.4,2,121,HIGH,Stable,1,Positive,Silver,1,0,Smartphone,97458057239,APPROVED,0.19158999999999998,0.25864650000000006
97454465805,10GB_Aggressive_HVC,Retention,0.2521,120,0.089,63.4,1,3,MED,Falling,0,Neutral,Platinum,1,0,Smartphone,97454465805,APPROVED,0.21428499999999998,0.30214185000000005
97457175488,Device_Upgrade_iPhone,Upsell,0.2694,280,0.522,38.9,0,338,MED,Rising,1,Positive,None,1,0,Tablet,97457175488,REVIEW_CREDIT,0.22898999999999997,0.2839476
97456756068,Device_Upgrade_iPhone,Upsell,0.3642,280,0.279,83.9,1,313,MED,Falling,1,Positive,None,1,1,Router/MiFi,97456756068,APPROVED,0.30957,0.4055367000000001
97453248188,Device_Upgrade_iPhone,Upsell,0.4123,280,0.492,109.1,3,334,LOW,Stable,1,Neutral,None,1,0,Smartphone,97453248188,REVIEW_CREDIT,0.350455,0.4555915000000001
97453398169,Retention_Save_25pct,Retention,0.1753,90,0.625,67.7,1,307,MED,Rising,1,Negative,Platinum,1,1,Smartphone,97453398169,APPROVED,0.149005,0.22946770000000008
97451550198,Device_Upgrade_iPhone,Upsell,0.2622,280,0.03,55.5,1,117,MED,Rising,1,Positive,Silver,1,0,Smartphone,97451550198,APPROVED,0.22286999999999998,0.31424670000000005
97452257915,Device_Upgrade_iPhone,Upsell,0.3896,280,0.099,81.0,1,203,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97452257915,APPROVED,0.33116,0.4669356000000001
97454902567,1GB_plus_100mins,NBO,0.1187,40,0.038,37.7,2,217,MED,Falling,0,Positive,Gold,0,1,Smartphone,97454902567,APPROVED,0.100895,0.100895
97455300894,Device_Upgrade_iPhone,Upsell,0.2316,280,0.168,43.4,1,41,MED,Falling,1,Positive,None,1,0,Router/MiFi,97455300894,REVIEW_CREDIT,0.19686,0.27560400000000007
97452486086,Device_Upgrade_iPhone,Upsell,0.4256,280,0.368,116.4,1,230,MED,Rising,1,Positive,None,1,0,Smartphone,97452486086,APPROVED,0.36175999999999997,0.5100816000000001
97454752003,10GB_Aggressive_HVC,Retention,0.2466,120,0.384,64.5,2,19,LOW,Stable,0,Neutral,Silver,1,0,Smartphone,97454752003,APPROVED,0.20961000000000002,0.2871657000000001
97456437597,Device_Upgrade_iPhone,Upsell,0.3595,280,0.487,85.3,2,229,LOW,Falling,1,Positive,Gold,1,0,Smartphone,97456437597,APPROVED,0.305575,0.4247492500000001
97453093129,Device_Upgrade_iPhone,Upsell,0.2122,280,0.171,46.9,2,165,MED,Rising,1,Neutral,Silver,1,1,Smartphone,97453093129,APPROVED,0.18037,0.24710690000000007
97454044131,Device_Upgrade_iPhone,Upsell,0.5127,280,0.305,113.4,1,348,MED,Falling,1,Positive,Platinum,1,0,Tablet,97454044131,APPROVED,0.43579500000000004,0.6057550500000002
97454307605,Device_Upgrade_iPhone,Upsell,0.2323,280,0.126,37.4,3,357,LOW,Stable,1,Positive,Platinum,1,0,Smartphone,97454307605,APPROVED,0.197455,0.2744624500000001
97455545484,Device_Upgrade_iPhone,Upsell,0.3061,280,0.241,90.5,2,307,MED,Falling,1,Neutral,Gold,1,1,Smartphone,97455545484,APPROVED,0.260185,0.3512497500000001
97454297531,Device_Upgrade_iPhone,Upsell,0.1164,280,0.324,18.0,0,363,MED,Stable,0,Positive,Silver,0,0,Smartphone,97454297531,APPROVED,0.09894,0.09894
97457632500,Device_Upgrade_iPhone,Upsell,0.3448,280,0.183,81.8,0,25,MED,Stable,1,Positive,Platinum,1,0,Smartphone,97457632500,APPROVED,0.29308,0.4366892000000001
97453947459,Device_Upgrade_iPhone,Upsell,0.3434,280,0.321,85.1,2,29,LOW,Stable,0,Positive,None,1,1,Smartphone,97453947459,APPROVED,0.29189,0.38821370000000005
97454905070,Device_Upgrade_iPhone,Upsell,0.3466,280,0.653,19.3,3,82,LOW,Rising,1,Positive,None,1,0,Smartphone,97454905070,APPROVED,0.29461,0.4154001000000001
97454415176,Device_Upgrade_iPhone,Upsell,0.2446,280,0.591,37.7,1,68,MED,Stable,1,Neutral,None,1,0,Smartphone,97454415176,APPROVED,0.20791,0.28067850000000005
97452646241,Device_Upgrade_iPhone,Upsell,0.2586,280,0.495,22.5,1,58,MED,Stable,1,Neutral,None,1,0,Smartphone,97452646241,APPROVED,0.21980999999999998,0.3187245000000001
97457171689,Device_Upgrade_iPhone,Upsell,0.2329,280,0.509,11.5,3,38,LOW,Stable,1,Neutral,None,1,1,Smartphone,97457171689,REVIEW_CREDIT,0.197965,0.2692324000000001
97453119015,Device_Upgrade_iPhone,Upsell,0.2406,280,0.492,68.7,1,54,HIGH,Stable,1,Neutral,None,0,0,Smartphone,97453119015,APPROVED,0.20451,0.20451
97453671887,Device_Upgrade_iPhone,Upsell,0.1804,280,0.244,28.4,2,288,MED,Falling,1,Neutral,Platinum,0,0,Feature Phone,97453671887,APPROVED,0.15334,0.15334
97458134766,1GB_plus_100mins,NBO,0.145,40,0.146,44.7,0,320,MED,Stable,0,Positive,Platinum,1,0,Smartphone,97458134766,APPROVED,0.12324999999999998,0.1466675
97459539720,Device_Upgrade_iPhone,Upsell,0.2825,280,0.081,66.0,0,1,LOW,Rising,1,Neutral,None,1,0,Smartphone,97459539720,APPROVED,0.24012499999999998,0.33377375000000004
97457037587,Device_Upgrade_iPhone,Upsell,0.2151,280,0.338,15.7,3,127,LOW,Stable,1,Positive,Silver,1,1,Smartphone,97457037587,APPROVED,0.182835,0.23951385000000006
97459247131,Device_Upgrade_iPhone,Upsell,0.1858,280,0.381,19.3,3,166,MED,Stable,1,Positive,Silver,0,0,Smartphone,97459247131,APPROVED,0.15793,0.15793
97458687714,Device_Upgrade_iPhone,Upsell,0.2605,280,0.522,74.0,0,279,HIGH,Falling,1,Neutral,Silver,1,0,Smartphone,97458687714,APPROVED,0.221425,0.27235275000000003
97455328193,Device_Upgrade_iPhone,Upsell,0.2054,280,0.241,51.7,2,112,MED,Falling,1,Positive,None,1,0,Tablet,97455328193,APPROVED,0.17459,0.23569650000000006
97457932610,Device_Upgrade_iPhone,Upsell,0.266,280,0.284,76.3,3,56,LOW,Falling,1,Neutral,None,1,0,Smartphone,97457932610,APPROVED,0.2261,0.3278450000000001
97453955250,1GB_plus_100mins,NBO,0.168,40,0.318,69.2,1,284,MED,Stable,0,Positive,Gold,1,0,Router/MiFi,97453955250,APPROVED,0.1428,0.18706800000000004
97455144473,Device_Upgrade_iPhone,Upsell,0.411,280,0.519,100.1,3,81,MED,Falling,1,Positive,Silver,1,0,Smartphone,97455144473,APPROVED,0.34935,0.4716225000000001
97455818912,Device_Upgrade_iPhone,Upsell,0.4679,280,0.166,94.0,2,42,MED,Rising,0,Positive,Gold,1,0,Smartphone,97455818912,APPROVED,0.397715,0.5846410500000001
97459644436,Device_Upgrade_iPhone,Upsell,0.3224,280,0.241,103.9,2,7,LOW,Falling,1,Neutral,Silver,1,1,Router/MiFi,97459644436,APPROVED,0.27404,0.3863964000000001
97458637043,1GB_plus_100mins,NBO,0.1946,40,0.318,41.6,3,157,HIGH,Stable,0,Neutral,Platinum,1,0,Smartphone,97458637043,APPROVED,0.16541,0.21668710000000005
97455403276,Device_Upgrade_iPhone,Upsell,0.2977,280,0.038,101.3,2,318,MED,Stable,0,Positive,Silver,1,0,Router/MiFi,97455403276,APPROVED,0.253045,0.3213671500000001
97456873285,10GB_Aggressive_HVC,Retention,0.279,120,0.505,29.7,3,12,HIGH,Rising,0,Neutral,None,1,0,Smartphone,97456873285,APPROVED,0.23715000000000003,0.3248955000000001
97452821208,Device_Upgrade_iPhone,Upsell,0.5002,280,0.455,116.5,2,123,HIGH,Stable,1,Neutral,Gold,0,1,Feature Phone,97452821208,APPROVED,0.42517,0.42517
97458239525,Device_Upgrade_iPhone,Upsell,0.3767,280,0.172,112.2,2,96,LOW,Stable,0,Neutral,Gold,1,0,Smartphone,97458239525,APPROVED,0.32019499999999995,0.41945545
97455977341,Device_Upgrade_iPhone,Upsell,0.226,280,0.441,41.4,0,363,MED,Stable,1,Neutral,Silver,1,1,Smartphone,97455977341,REVIEW_CREDIT,0.1921,0.21899400000000002
97455794499,Device_Upgrade_iPhone,Upsell,0.274,280,0.406,79.0,1,198,LOW,Stable,1,Neutral,None,1,0,Smartphone,97455794499,APPROVED,0.23290000000000002,0.3144150000000001
97457896550,10GB_Aggressive_HVC,Retention,0.2515,120,0.451,11.4,2,50,HIGH,Rising,1,Positive,None,1,1,Smartphone,97457896550,APPROVED,0.213775,0.30783600000000005
97456696258,Device_Upgrade_iPhone,Upsell,0.4303,280,0.631,89.4,3,314,HIGH,Rising,1,Neutral,Silver,1,0,Smartphone,97456696258,APPROVED,0.365755,0.5157145500000001
97451652203,Device_Upgrade_iPhone,Upsell,0.4219,280,0.169,86.1,3,280,LOW,Rising,1,Neutral,Silver,1,0,Router/MiFi,97451652203,APPROVED,0.35861499999999996,0.50564715
97453593400,Device_Upgrade_iPhone,Upsell,0.2186,280,0.191,50.2,0,346,LOW,Rising,0,Neutral,None,1,0,Smartphone,97453593400,APPROVED,0.18580999999999998,0.2248301
97452590470,Device_Upgrade_iPhone,Upsell,0.4133,280,0.375,91.3,2,8,HIGH,Stable,1,Neutral,Silver,1,0,Feature Phone,97452590470,APPROVED,0.351305,0.5093922500000001
97457614037,10GB_Aggressive_HVC,Retention,0.2779,120,0.347,66.2,2,10,HIGH,Stable,0,Neutral,None,1,0,Smartphone,97457614037,APPROVED,0.23621499999999998,0.32361455000000006
97451316324,10GB_Aggressive_HVC,Retention,0.2868,120,0.831,36.4,2,258,MED,Stable,0,Neutral,Gold,1,1,Smartphone,97451316324,APPROVED,0.24378,0.3607944000000001
97452821641,Device_Upgrade_iPhone,Upsell,0.2858,280,0.365,61.2,1,47,MED,Rising,1,Neutral,Silver,1,0,Smartphone,97452821641,APPROVED,0.24292999999999998,0.3668243000000001
97456377004,Device_Upgrade_iPhone,Upsell,0.3132,280,0.192,102.8,3,298,MED,Stable,1,Positive,None,1,1,Smartphone,97456377004,APPROVED,0.26621999999999996,0.3487482
97457253182,Device_Upgrade_iPhone,Upsell,0.2159,280,0.399,65.7,0,61,MED,Stable,1,Neutral,Gold,1,1,Feature Phone,97457253182,APPROVED,0.183515,0.22572345000000005
97455529743,Device_Upgrade_iPhone,Upsell,0.3197,280,0.485,16.1,0,23,HIGH,Rising,1,Neutral,Silver,1,0,Smartphone,97455529743,REVIEW_CREDIT,0.27174499999999996,0.3641383
97458746470,Device_Upgrade_iPhone,Upsell,0.1578,280,0.157,76.0,1,361,LOW,Falling,1,Negative,Platinum,1,0,Smartphone,97458746470,APPROVED,0.13413,0.19448850000000006
97459270459,Device_Upgrade_iPhone,Upsell,0.3882,280,0.717,88.1,2,268,MED,Falling,0,Positive,Silver,1,1,Feature Phone,97459270459,APPROVED,0.32997,0.40586310000000003
97452188925,Device_Upgrade_iPhone,Upsell,0.2461,280,0.279,28.8,1,172,MED,Stable,1,Neutral,None,1,1,Smartphone,97452188925,APPROVED,0.209185,0.2740323500000001
97459572598,10GB_Aggressive_HVC,Retention,0.249,120,0.919,57.6,1,98,LOW,Stable,1,Neutral,Silver,1,1,Smartphone,97459572598,SOFTENED,0.21165,0.2941935000000001
97456529417,Device_Upgrade_iPhone,Upsell,0.1635,280,0.396,32.2,3,175,LOW,Falling,1,Positive,Gold,0,1,Smartphone,97456529417,APPROVED,0.13897500000000002,0.13897500000000002
97456725971,Device_Upgrade_iPhone,Upsell,0.2756,280,0.144,108.5,3,335,MED,Falling,1,Positive,None,0,0,Smartphone,97456725971,APPROVED,0.23426,0.23426
97451855861,1GB_plus_100mins,NBO,0.1238,40,0.532,16.9,0,240,HIGH,Falling,0,Positive,Silver,0,0,Smartphone,97451855861,APPROVED,0.10522999999999999,0.10522999999999999
97456596846,1GB_plus_100mins,NBO,0.1554,40,0.213,63.0,3,289,LOW,Rising,0,Neutral,Gold,1,1,Smartphone,97456596846,APPROVED,0.13209,0.17303790000000005
97457531439,Device_Upgrade_iPhone,Upsell,0.1726,280,0.503,28.8,0,258,MED,Stable,1,Neutral,Platinum,1,1,Smartphone,97457531439,APPROVED,0.14671,0.18045330000000004
97456227119,Device_Upgrade_iPhone,Upsell,0.2012,280,0.045,70.4,1,356,MED,Rising,0,Neutral,Silver,1,0,Smartphone,97456227119,APPROVED,0.17101999999999998,0.2274566
97451760438,10GB_Aggressive_HVC,Retention,0.2169,120,0.248,50.8,1,13,MED,Rising,0,Neutral,Silver,1,1,Smartphone,97451760438,APPROVED,0.184365,0.2654856000000001
97455709046,Device_Upgrade_iPhone,Upsell,0.1348,280,0.172,72.9,2,360,MED,Falling,0,Neutral,Gold,1,0,Smartphone,97455709046,APPROVED,0.11458,0.15009980000000003
97459423457,Device_Upgrade_iPhone,Upsell,0.195,280,0.352,24.8,0,67,LOW,Rising,1,Neutral,Gold,1,1,Smartphone,97459423457,APPROVED,0.16575,0.21381750000000005
97457510747,10GB_Aggressive_HVC,Retention,0.3314,120,0.714,59.8,0,60,MED,Stable,1,Neutral,None,1,0,Router/MiFi,97457510747,APPROVED,0.28169,0.3802815000000001
97452236671,1GB_plus_100mins,NBO,0.1433,40,0.382,66.2,2,182,LOW,Stable,0,Positive,Silver,1,0,Smartphone,97452236671,APPROVED,0.12180500000000001,0.15469235000000003
97459639445,Device_Upgrade_iPhone,Upsell,0.2825,280,0.369,77.6,2,45,MED,Falling,1,Neutral,None,1,0,Smartphone,97459639445,APPROVED,0.24012499999999998,0.34818125000000005
97459629921,Device_Upgrade_iPhone,Upsell,0.2987,280,0.226,79.9,1,102,HIGH,Stable,1,Positive,Platinum,1,0,Smartphone,97459629921,APPROVED,0.25389500000000004,0.35291405000000015
97452524559,Device_Upgrade_iPhone,Upsell,0.1707,280,0.482,78.6,2,308,MED,Rising,0,Neutral,Silver,1,1,Smartphone,97452524559,APPROVED,0.145095,0.18717255000000005
97458207956,Device_Upgrade_iPhone,Upsell,0.3095,280,0.142,89.9,1,330,LOW,Falling,0,Neutral,Silver,1,1,Smartphone,97458207956,APPROVED,0.263075,0.32358225000000007
97454660453,Device_Upgrade_iPhone,Upsell,0.4171,280,0.266,100.7,1,34,LOW,Stable,1,Neutral,Gold,1,0,Router/MiFi,97454660453,APPROVED,0.354535,0.5282571500000002
97456343137,10GB_Aggressive_HVC,Retention,0.2616,120,0.264,60.9,0,38,HIGH,Stable,0,Neutral,Silver,1,0,IoT,97456343137,APPROVED,0.22236,0.27795000000000003
97455006676,Device_Upgrade_iPhone,Upsell,0.2793,280,0.138,35.6,1,55,MED,Stable,1,Neutral,None,1,0,Smartphone,97455006676,APPROVED,0.23740499999999998,0.34423725000000005
97458043616,Device_Upgrade_iPhone,Upsell,0.3795,280,0.385,95.1,3,219,MED,Falling,1,Neutral,Silver,1,0,Feature Phone,97458043616,APPROVED,0.322575,0.4354762500000001
97459969937,Device_Upgrade_iPhone,Upsell,0.2075,280,0.156,33.9,2,166,MED,Rising,0,Neutral,Gold,1,0,Feature Phone,97459969937,APPROVED,0.17637499999999998,0.24163375000000004
97458156032,Device_Upgrade_iPhone,Upsell,0.3093,280,0.172,36.2,2,18,MED,Rising,1,Neutral,Silver,0,0,Smartphone,97458156032,APPROVED,0.262905,0.262905
97459382341,10GB_Aggressive_HVC,Retention,0.2242,120,0.649,30.3,1,163,MED,Stable,1,Positive,Silver,0,0,Smartphone,97459382341,APPROVED,0.19057000000000002,0.19057000000000002
97459514242,Device_Upgrade_iPhone,Upsell,0.2038,280,0.256,62.9,0,15,MED,Rising,0,Neutral,Silver,1,0,Router/MiFi,97459514242,APPROVED,0.17323,0.22693130000000003
97451810948,Device_Upgrade_iPhone,Upsell,0.264,280,0.307,105.6,2,105,MED,Stable,1,Positive,Platinum,0,1,Smartphone,97451810948,APPROVED,0.22440000000000002,0.22440000000000002
97453280449,Device_Upgrade_iPhone,Upsell,0.19,280,0.51,69.3,1,117,MED,Stable,1,Neutral,Gold,0,0,Smartphone,97453280449,APPROVED,0.1615,0.1615
97457496708,10GB_Aggressive_HVC,Retention,0.1871,120,0.645,55.2,1,214,MED,Stable,1,Neutral,Gold,0,0,Feature Phone,97457496708,APPROVED,0.15903499999999998,0.15903499999999998
97456310682,Device_Upgrade_iPhone,Upsell,0.3333,280,0.242,88.6,1,81,HIGH,Falling,0,Positive,None,1,1,Smartphone,97456310682,APPROVED,0.283305,0.34846515
97451451315,1GB_plus_100mins,NBO,0.1166,40,0.133,20.0,0,106,MED,Stable,0,Neutral,None,0,0,Smartphone,97451451315,APPROVED,0.09910999999999999,0.09910999999999999
97451855442,Device_Upgrade_iPhone,Upsell,0.249,280,0.279,60.3,2,41,LOW,Falling,1,Neutral,Silver,1,0,Smartphone,97451855442,APPROVED,0.21165,0.30689250000000007
97455684925,10GB_Aggressive_HVC,Retention,0.1697,120,0.191,54.0,0,51,MED,Stable,0,Neutral,Silver,0,0,Smartphone,97455684925,APPROVED,0.14424499999999998,0.14424499999999998
97456545490,Device_Upgrade_iPhone,Upsell,0.2258,280,0.192,38.1,1,190,MED,Stable,1,Positive,Gold,1,0,Smartphone,97456545490,APPROVED,0.19193,0.26678270000000004
97452509473,Device_Upgrade_iPhone,Upsell,0.2285,280,0.184,71.7,3,86,MED,Rising,0,Neutral,Gold,1,0,Smartphone,97452509473,APPROVED,0.194225,0.2660882500000001
97452541621,Device_Upgrade_iPhone,Upsell,0.1939,280,0.123,65.7,1,225,LOW,Rising,0,Neutral,None,1,0,Smartphone,97452541621,APPROVED,0.164815,0.21920395000000004
97452164061,Device_Upgrade_iPhone,Upsell,0.2192,280,0.149,57.2,0,263,LOW,Stable,1,Positive,Silver,1,0,Smartphone,97452164061,APPROVED,0.18632,0.22917360000000006
97456084554,Device_Upgrade_iPhone,Upsell,0.3487,280,0.401,78.1,0,39,LOW,Rising,1,Positive,None,0,0,Feature Phone,97456084554,APPROVED,0.296395,0.296395
97451070682,10GB_Aggressive_HVC,Retention,0.1697,120,0.27,46.9,0,54,MED,Stable,0,Neutral,None,0,0,IoT,97451070682,APPROVED,0.14424499999999998,0.14424499999999998
97456151874,Device_Upgrade_iPhone,Upsell,0.2975,280,0.065,98.0,1,182,MED,Stable,0,Neutral,None,1,0,Smartphone,97456151874,APPROVED,0.25287499999999996,0.32115125
97455283357,Device_Upgrade_iPhone,Upsell,0.2248,280,0.206,56.9,0,72,MED,Rising,1,Positive,Platinum,0,0,Smartphone,97455283357,APPROVED,0.19108,0.19108
97455193865,Device_Upgrade_iPhone,Upsell,0.5048,280,0.762,90.6,2,80,MED,Rising,1,Neutral,Platinum,1,0,Feature Phone,97455193865,APPROVED,0.42908,0.6221660000000002
97457113485,Device_Upgrade_iPhone,Upsell,0.4494,280,0.526,86.1,1,299,MED,Rising,1,Positive,Silver,1,1,Router/MiFi,97457113485,APPROVED,0.38199,0.5233263000000001
97455703685,Device_Upgrade_iPhone,Upsell,0.2232,280,0.406,49.9,3,64,HIGH,Rising,0,Neutral,Gold,1,0,Smartphone,97455703685,APPROVED,0.18972,0.25991640000000005
97457549738,1GB_plus_100mins,NBO,0.144,40,0.249,62.5,0,184,MED,Falling,0,Neutral,Silver,1,0,Smartphone,97457549738,APPROVED,0.12239999999999998,0.14076
97457875309,Device_Upgrade_iPhone,Upsell,0.2086,280,0.325,32.8,0,30,LOW,Rising,0,Neutral,None,1,0,Smartphone,97457875309,APPROVED,0.17731,0.23227610000000004
97459281058,Loyalty_Points_2x,Retention,0.1066,0,0.237,48.1,3,13,MED,Rising,0,Neutral,Gold,0,1,Smartphone,97459281058,APPROVED,0.09061,0.09061
97458193201,Device_Upgrade_iPhone,Upsell,0.1451,280,0.077,36.3,2,221,LOW,Rising,0,Positive,Gold,0,0,Smartphone,97458193201,APPROVED,0.123335,0.123335
97455659355,Device_Upgrade_iPhone,Upsell,0.2229,280,0.4,50.3,2,33,LOW,Stable,1,Positive,None,1,0,Feature Phone,97455659355,APPROVED,0.189465,0.27472425000000006
97455429378,Device_Upgrade_iPhone,Upsell,0.4595,280,0.216,82.6,3,102,HIGH,Rising,1,Neutral,Gold,1,0,Smartphone,97455429378,APPROVED,0.390575,0.5663337500000002
97453121377,Device_Upgrade_iPhone,Upsell,0.2306,280,0.249,21.3,1,62,MED,Stable,1,Neutral,Silver,1,0,Smartphone,97453121377,APPROVED,0.19601,0.26461350000000006
97456396340,1GB_plus_100mins,NBO,0.1476,40,0.509,58.0,1,331,MED,Stable,0,Positive,Gold,1,0,Smartphone,97456396340,APPROVED,0.12546000000000002,0.16435260000000004
